"","Sale_Price","Gr_Liv_Area","Garage_Cars","Garage_Area","Total_Bsmt_SF","First_Flr_SF","Year_Built","Full_Bath","Year_Remod_Add","Mas_Vnr_Area","TotRms_AbvGrd"
"924",163500,964,2,432,876,964,1921,1,2006,0,5
"925",154900,1343,1,186,731,820,1921,1,1950,0,7
"926",205000,2480,2,400,920,1240,1940,2,1950,0,13
"927",144800,1112,1,390,1112,1112,1954,1,1954,0,6
"928",174500,1564,1,234,704,860,1941,1,1950,0,7
"929",193000,1561,2,463,1561,1561,1960,2,1960,132,6
"930",158000,1523,1,295,1067,986,1949,2,2005,0,7
"931",158500,1152,1,300,1092,1152,1950,1,2004,0,6
"932",224000,1906,2,576,1310,1906,1954,1,1954,420,6
"933",115000,1032,2,452,516,516,1980,1,1980,0,5
"934",137000,1229,2,462,561,561,1980,1,1992,0,5
"935",121000,1229,2,462,561,561,1980,1,1980,0,5
"936",124000,1229,2,462,561,561,1980,1,1980,0,5
"937",208000,1982,2,501,572,1182,1986,2,1986,242,6
"938",315000,2365,2,551,1803,2365,1971,2,2009,0,7
"939",222000,1680,2,540,880,1680,1988,2,2007,260,5
"940",147000,1344,1,468,672,672,1920,1,1997,0,6
"941",123000,2168,2,576,760,928,1900,2,1993,0,11
"942",78000,1192,1,189,596,596,1920,1,1950,0,6
"943",85000,1526,0,0,1013,1013,1915,1,1982,0,6
"944",75000,572,1,200,572,572,1925,1,1950,0,4
"945",230000,1648,2,482,1596,1648,2007,2,2008,174,5
"946",57625,810,1,280,0,810,1910,1,1950,0,4
"947",251000,2052,3,642,1107,1040,2000,2,2001,0,7
"948",239686,2149,2,670,1434,1518,2003,1,2003,0,6
"949",240000,1710,2,550,1710,1710,2004,2,2005,108,7
"950",215000,1961,2,560,804,804,2001,2,2002,0,7
"951",156450,926,1,351,902,926,1977,1,1977,0,5
"952",173000,1287,2,541,957,1287,1977,1,1977,0,5
"953",126000,1734,2,539,0,1302,1977,2,1977,0,8
"954",173000,1217,2,497,1188,1217,1990,2,1991,0,6
"955",152000,1595,2,672,1582,1595,1991,2,1991,0,5
"956",137500,1344,2,525,819,1344,1958,1,1958,541,7
"957",375000,2036,2,513,2136,2036,1965,2,1965,0,8
"958",315500,1620,3,912,1620,1620,2007,2,2008,70,6
"959",224500,1692,2,650,846,846,2009,2,2009,0,6
"960",410000,2036,3,780,2190,2036,2008,2,2008,246,9
"961",316500,1641,3,885,1641,1641,2008,2,2008,406,7
"962",201000,1466,3,610,1466,1466,2007,2,2007,0,7
"963",175000,1412,2,576,1392,1412,1988,2,1988,0,6
"964",204000,2237,2,440,712,1375,1980,2,2006,0,7
"965",213500,1479,2,578,1645,1479,1987,2,1989,310,7
"966",220000,1296,2,471,1267,1296,2001,2,2002,136,6
"967",170000,2014,2,486,912,1072,2003,2,2003,0,9
"968",315000,1838,3,765,1838,1838,2006,2,2006,584,8
"969",425000,1978,3,920,1978,1978,2007,2,2007,290,7
"970",139500,1008,1,384,1008,1008,1968,1,1968,182,6
"971",115000,1771,2,336,0,1771,1960,1,2006,75,9
"972",162000,1204,2,412,1204,1204,1998,2,1998,320,5
"973",165000,1224,2,402,1224,1224,1999,2,1999,425,5
"974",91000,988,1,297,462,526,1973,1,1973,0,5
"975",130000,874,1,288,864,874,1968,1,1968,0,5
"976",86000,630,1,286,630,630,1970,1,2002,0,3
"977",160000,1404,2,504,1188,1404,1969,2,2000,176,7
"978",80000,630,1,286,630,630,1970,1,1970,0,3
"979",97000,1344,0,0,546,798,1970,1,2008,0,6
"980",88000,1092,1,286,546,546,1970,1,1970,0,6
"981",131900,796,1,336,796,796,1972,1,1972,0,4
"982",131250,1091,1,429,384,1091,1993,1,1996,0,5
"983",165500,1110,2,602,1097,1110,1978,1,1978,104,4
"984",112000,833,0,0,833,833,1985,1,1985,0,5
"985",149000,883,2,698,828,883,1992,1,1993,0,5
"986",143000,1362,2,480,796,796,1993,1,1995,0,5
"987",130000,1287,2,440,624,624,1992,1,1992,0,6
"988",196000,1567,2,714,1567,1567,1977,2,1977,0,5
"989",173000,1632,2,898,784,784,1969,1,1969,178,7
"990",176500,1414,2,601,1184,1414,1958,1,2002,0,6
"991",237500,2117,2,550,1205,2117,1970,2,1970,0,7
"992",206900,2112,2,576,952,1092,1969,2,1969,0,9
"993",187500,1604,2,470,926,926,1997,2,1998,0,7
"994",165000,1470,2,420,680,680,1995,2,1996,119,7
"995",195500,1604,2,472,926,926,1998,2,1998,0,7
"996",192000,1638,2,472,943,943,1998,2,1998,0,7
"997",173000,1636,2,386,916,916,1996,2,1996,0,7
"998",177900,1384,2,404,1348,1384,1996,2,1997,0,7
"999",175000,1446,2,406,729,729,1996,2,1997,0,6
"1000",286000,1593,2,682,1593,1593,2001,1,2002,0,5
"1001",247900,1682,2,528,1664,1682,1997,1,1997,0,6
"1002",180000,1337,2,462,1337,1337,1993,2,1993,0,5
"1003",180000,1280,2,506,1280,1280,1992,2,1992,0,5
"1004",181000,1604,2,470,926,926,1997,2,1998,0,7
"1005",183000,1633,2,460,932,932,1998,2,1998,0,7
"1006",188000,1658,2,431,773,773,1995,2,1996,0,8
"1007",194500,1895,2,409,712,1086,1994,2,1996,0,7
"1008",185000,1709,2,416,836,851,1991,2,1991,194,7
"1009",189000,1228,2,472,1228,1228,1988,2,1989,0,5
"1010",188500,1337,2,462,1337,1337,1989,2,1989,0,5
"1011",355000,2500,3,683,1168,1168,2005,3,2005,130,9
"1012",325000,2504,3,656,1122,1134,2005,2,2007,245,11
"1013",387000,1884,3,670,1884,1884,2004,2,2004,296,7
"1014",115000,1474,2,495,1632,1474,1952,1,1952,0,7
"1015",334000,1710,2,557,1710,1710,2007,2,2007,178,6
"1016",133000,1488,2,738,1488,1488,1950,2,1950,44,6
"1017",215000,2093,2,542,791,1236,1986,2,1991,123,7
"1018",226500,1688,2,528,1675,1688,1988,2,1988,102,6
"1019",175500,1422,2,576,1422,1422,1981,2,1981,210,7
"1020",181900,1260,2,598,1260,1260,1983,2,1983,174,6
"1021",235000,2064,2,550,2048,2064,1978,2,1978,383,7
"1022",220000,1782,2,551,1782,1782,1979,2,1979,194,6
"1023",272000,2872,2,619,1330,1542,1977,2,1995,424,11
"1024",161000,1211,2,461,1211,1211,1976,2,1976,621,6
"1025",175000,1126,2,540,1126,1126,1977,2,1977,0,6
"1026",185000,2044,2,489,738,1277,1980,2,1988,280,7
"1027",146900,1308,2,484,720,720,1969,1,1969,0,7
"1028",292500,2840,4,1314,1420,1420,1978,2,1978,168,8
"1029",180000,1523,2,478,1193,1523,1976,2,1976,160,7
"1030",159900,1444,2,473,1444,1444,1976,2,1976,120,5
"1031",205000,1964,2,483,803,1098,1976,2,1976,660,8
"1032",157000,1178,2,439,1176,1178,1973,1,2000,0,5
"1033",306000,2340,3,787,1236,1236,1996,2,1996,402,9
"1034",133000,1792,2,480,896,896,1974,2,1974,0,8
"1035",151000,1054,2,460,1054,1054,1969,1,1969,0,6
"1036",111900,936,1,288,936,936,1969,1,1969,72,4
"1037",123000,864,2,576,864,864,1971,1,1971,0,5
"1038",111250,864,2,576,864,864,1972,1,1972,0,5
"1039",181000,1337,2,511,1405,1337,1998,2,1999,0,5
"1040",103400,987,1,264,483,483,1973,1,1973,359,5
"1041",100000,987,1,264,483,483,1973,1,1973,158,5
"1042",100500,987,1,352,483,483,1972,1,1972,422,5
"1043",106000,987,1,280,483,483,1970,1,1970,127,5
"1044",85400,987,1,264,483,483,1971,1,1971,232,4
"1045",89500,987,1,264,483,483,1971,1,1971,604,5
"1046",111750,1302,1,264,630,630,1972,2,1972,356,6
"1047",140000,1069,2,440,1069,1069,1977,2,1977,0,4
"1048",143000,1456,2,460,855,855,1975,2,1975,0,7
"1049",148500,1055,2,440,1055,1055,1977,2,1977,0,4
"1050",110000,892,1,264,864,892,1966,1,1966,65,5
"1051",394617,1932,3,774,1932,1932,2008,2,2008,426,7
"1052",426000,2332,3,846,1682,1742,2007,2,2008,272,9
"1053",385000,2084,3,1220,2078,2084,2007,2,2008,816,7
"1054",446261,2713,3,858,1452,1476,2008,2,2008,268,11
"1055",317500,1582,3,905,1582,1582,2007,2,2007,302,7
"1056",372402,1710,3,866,1710,1710,2007,2,2008,436,6
"1057",417500,2464,3,650,2418,2464,2007,2,2007,554,9
"1058",383000,1950,3,706,1950,1950,2007,2,2007,480,7
"1059",390000,2748,3,850,1850,1850,2006,2,2006,270,9
"1060",460000,2790,4,1150,1620,1632,2005,2,2006,468,10
"1061",379000,2331,3,1003,1414,1414,2005,2,2005,368,9
"1062",250000,2088,3,656,948,948,2007,2,2007,108,10
"1063",316000,2332,3,756,1148,1170,2004,2,2004,126,9
"1064",615000,2470,3,789,2535,2470,2003,1,2003,680,7
"1065",412500,2668,3,726,1572,1572,2003,2,2004,664,10
"1066",284000,2046,3,871,998,1006,2003,2,2004,292,8
"1067",284000,1575,3,732,1603,1575,2003,2,2004,504,7
"1068",421250,2649,3,746,1479,1515,2001,2,2002,1110,10
"1069",370000,2690,3,795,1765,1804,2003,2,2003,221,9
"1070",336860,1866,3,870,1858,1866,2008,2,2008,492,7
"1071",367294,1702,3,1052,1702,1702,2008,1,2008,766,7
"1072",192000,1367,2,484,1367,1367,2005,2,2005,144,6
"1073",274000,1518,2,588,1518,1518,2003,1,2004,472,6
"1074",266000,1684,2,564,1684,1684,2005,2,2005,616,6
"1075",370967,1800,3,944,1800,1800,2007,2,2008,714,6
"1076",234250,1342,2,550,1342,1342,2006,2,2007,176,6
"1077",219500,1342,2,550,1342,1342,2006,2,2007,196,6
"1078",155000,1626,2,474,764,764,2003,2,2004,106,6
"1079",154000,1626,2,474,764,764,2003,2,2004,106,6
"1080",207000,1358,2,484,1358,1358,2004,2,2004,146,6
"1081",195000,1455,3,644,1415,1455,2003,2,2003,143,6
"1082",219990,1576,3,668,1393,1576,2004,2,2004,24,7
"1083",191000,1504,2,437,1346,1504,2005,2,2006,14,7
"1084",159895,1266,2,388,1266,1266,2007,2,2007,16,6
"1085",187687,1246,2,428,1146,1246,2007,2,2008,20,5
"1086",179000,1515,2,393,789,813,2004,2,2004,0,8
"1087",193000,1593,2,398,839,864,2004,2,2004,0,8
"1088",190000,1166,2,400,856,1166,2005,2,2005,182,5
"1089",176000,1456,2,400,728,728,2005,2,2005,0,8
"1090",188000,1720,2,400,840,840,2002,2,2003,0,7
"1091",213000,1986,2,434,847,847,2003,2,2003,196,9
"1092",217300,1358,2,484,1350,1358,2007,2,2008,176,6
"1093",186500,1792,2,451,936,962,2000,2,2000,318,8
"1094",226750,1892,2,431,982,1008,2000,2,2001,647,8
"1095",184000,1490,2,388,788,788,2004,2,2005,0,8
"1096",176000,1414,2,403,707,707,2002,2,2002,0,6
"1097",225000,2322,2,400,1037,1037,1999,2,2000,0,8
"1098",185900,1651,2,450,831,873,1999,2,1999,0,7
"1099",284500,2199,2,516,1173,1182,1997,2,1997,1290,9
"1100",315000,2630,3,696,1470,1470,1998,2,1998,473,8
"1101",250000,2198,3,836,1145,1145,2000,2,2000,350,9
"1102",291000,2172,3,687,1519,1533,2000,2,2000,295,8
"1103",350000,2006,3,938,1982,2006,1998,2,1998,495,5
"1104",279500,2125,2,576,1064,1064,1996,2,1997,0,12
"1105",290000,2501,3,751,1242,1251,1995,2,1995,466,9
"1106",350000,2113,3,839,2109,2113,1995,2,1995,660,7
"1107",341000,2418,3,983,1311,1325,1993,2,1994,651,9
"1108",287500,2197,3,783,1080,1108,1993,2,1994,320,9
"1109",271000,2127,2,525,1223,1223,1994,2,1994,448,5
"1110",301500,1987,2,691,1986,1987,1994,2,1994,554,7
"1111",235128,1580,3,830,1580,1580,2007,2,2008,186,7
"1112",214000,1933,3,668,894,894,2007,2,2007,74,9
"1113",232000,1574,3,824,1574,1574,2006,2,2006,53,7
"1114",240000,1578,3,642,1578,1578,2006,2,2006,128,7
"1115",264132,1506,2,592,1498,1506,2008,2,2008,284,6
"1116",245000,1563,3,758,1563,1563,2007,2,2007,468,6
"1117",227680,1428,2,554,1417,1428,2008,2,2008,256,6
"1118",257000,1861,3,851,1341,1341,2007,3,2007,156,7
"1119",297900,1874,3,880,955,955,2007,2,2008,310,8
"1120",247000,1460,2,480,1460,1460,2006,2,2007,0,6
"1121",212700,1372,2,588,1363,1372,2007,2,2008,0,6
"1122",250580,1372,2,529,1372,1372,2007,2,2008,0,6
"1123",182000,1428,2,480,1428,1428,2007,2,2008,0,6
"1124",226700,1768,2,603,866,866,2005,2,2005,0,7
"1125",250000,1992,2,648,1053,1053,2003,2,2004,768,9
"1126",250000,1958,3,936,1026,1026,2005,2,2005,0,9
"1127",339750,2078,3,836,1034,1050,2007,2,2008,100,8
"1128",205950,1665,2,562,813,822,2007,2,2007,0,7
"1129",256000,1660,3,660,1660,1660,2007,2,2007,292,7
"1130",230348,1218,2,462,1218,1218,2007,2,2008,210,6
"1131",207500,1728,2,673,864,864,2003,2,2003,0,7
"1132",141000,1080,0,0,1080,1080,2004,1,2005,120,6
"1133",188000,1696,2,542,835,835,2003,2,2003,0,7
"1134",192500,1663,2,478,835,835,2003,2,2004,95,8
"1135",146000,1175,0,0,1175,1175,2005,1,2006,126,6
"1136",159000,1114,2,576,1114,1114,2004,1,2004,0,6
"1137",155000,1114,2,576,1114,1114,2003,1,2004,0,6
"1138",173000,1640,2,520,798,798,2004,2,2004,0,6
"1139",170000,1162,2,483,1162,1162,2007,2,2007,0,6
"1140",182000,1609,2,525,754,754,1995,2,1995,38,6
"1141",163000,1680,2,474,886,886,1993,2,1994,120,7
"1142",193500,1679,2,575,1408,1679,1994,2,1998,258,7
"1143",189000,1657,2,483,832,832,1994,2,1995,145,6
"1144",190500,1677,2,627,827,827,2001,2,2001,0,7
"1145",175000,1737,2,506,836,844,1992,2,1992,0,7
"1146",179200,1294,2,496,1278,1294,1991,2,1991,88,6
"1147",187000,1710,2,506,832,832,1993,2,1993,120,7
"1148",193000,1617,2,533,1604,1617,1993,2,1994,0,5
"1149",153900,1199,2,530,1199,1199,1993,2,1993,0,5
"1150",128000,984,1,384,984,984,1963,1,1963,0,5
"1151",144000,912,1,352,912,912,1962,1,1962,0,4
"1152",135000,864,1,420,864,864,1961,1,2007,0,5
"1153",115000,890,1,308,890,890,1968,1,1968,0,5
"1154",119916,864,1,276,864,864,1963,1,1963,0,5
"1155",142000,912,1,288,912,912,1961,1,1996,0,5
"1156",192000,1430,2,484,1430,1430,1974,2,1974,144,6
"1157",140000,1641,2,490,1001,1001,1972,2,1972,0,5
"1158",290000,2683,2,473,930,1364,1990,2,1991,304,9
"1159",372500,2786,2,636,1848,1827,1993,2,1994,568,10
"1160",196000,1391,2,530,1391,1391,2004,2,2004,0,5
"1161",171900,1250,2,625,625,625,2006,2,2007,0,5
"1162",178000,1245,2,495,1235,1245,2004,2,2005,0,5
"1163",165000,1200,2,480,600,600,2005,2,2005,0,5
"1164",146000,1392,2,540,689,703,2007,2,2007,0,5
"1165",146000,1392,2,540,689,703,2007,2,2007,0,5
"1166",179400,1501,2,440,744,757,1999,2,1999,360,6
"1167",172900,1549,2,440,744,757,1999,2,1999,216,6
"1168",300000,1638,2,495,1614,1638,2000,2,2000,260,5
"1169",285000,1310,2,545,1310,1310,2001,1,2001,179,5
"1170",290000,1419,2,588,1419,1419,2001,1,2001,0,5
"1171",305000,1557,2,484,1557,1557,1999,2,2000,260,5
"1172",328900,1709,2,506,1698,1709,1999,2,2000,60,5
"1173",160000,1252,2,462,600,624,1999,2,2000,212,4
"1174",170000,1404,2,462,672,684,1999,2,2000,216,5
"1175",223000,1789,2,546,858,872,2001,2,2001,513,7
"1176",170000,1586,2,480,960,962,1999,2,1999,466,7
"1177",200000,1607,2,480,960,962,1999,2,2000,456,7
"1178",345000,2393,2,846,970,1469,1998,2,1999,0,7
"1179",245500,1288,2,500,1260,1288,1996,1,1996,0,4
"1180",217500,1239,2,477,1230,1239,1995,1,1995,0,4
"1181",324000,1719,2,473,1719,1719,1993,1,1993,0,6
"1182",162500,1232,2,516,1232,1232,1984,2,1984,0,6
"1183",150000,2944,3,864,994,1599,1977,2,1977,1050,9
"1184",290000,1671,2,550,1426,1671,1976,3,2007,0,6
"1185",205000,1812,2,469,952,952,2002,2,2002,0,7
"1186",174000,1682,2,530,1304,1682,1970,2,1970,288,7
"1187",183000,1427,2,516,1427,1427,1969,2,1969,0,7
"1188",150000,1740,2,512,1740,1740,1968,1,1968,0,8
"1189",145000,1258,2,528,1258,1258,1971,2,2004,144,5
"1190",215000,1620,2,578,1620,1620,1967,2,1967,0,8
"1191",140500,1625,2,484,1625,1625,1965,2,1965,0,8
"1192",240000,2614,2,624,1522,1548,1974,2,1997,0,9
"1193",141000,1464,2,470,732,732,1968,1,1968,0,7
"1194",147000,912,2,576,912,912,1965,1,2008,300,5
"1195",135000,925,2,576,912,925,1965,1,2005,0,5
"1196",145000,1728,2,576,1728,1728,1965,2,1965,0,10
"1197",142600,1728,2,576,1728,1728,1965,2,1965,108,10
"1198",135000,1656,2,506,1656,1656,1973,2,1973,564,8
"1199",170000,1670,2,464,825,845,1971,1,1971,0,7
"1200",299800,2715,2,831,1142,1175,1976,3,1996,289,11
"1201",185000,1876,2,540,901,943,1974,2,1974,270,8
"1202",173000,1632,2,484,800,800,1966,1,2000,252,7
"1203",178400,999,2,588,944,999,1961,1,2007,210,6
"1204",176000,1978,2,486,832,1098,1968,2,1968,342,9
"1205",98000,1014,1,267,0,1014,1956,1,1956,0,6
"1206",109008,907,1,352,907,907,1957,1,1957,0,5
"1207",135750,952,1,283,952,952,1956,1,1956,0,4
"1208",155000,1128,2,525,1120,1128,1963,2,1963,148,6
"1209",180500,1425,2,576,1425,1425,1964,2,1964,272,7
"1210",174900,1165,2,490,1127,1165,1966,1,1966,183,6
"1211",140000,1136,1,384,1136,1136,1965,1,1965,0,5
"1212",145000,1092,2,504,1092,1092,1964,1,1964,260,6
"1213",179900,1265,2,502,1219,1265,1965,2,1999,0,6
"1214",168500,1350,2,520,1248,1350,1964,1,1964,259,6
"1215",140000,1114,2,451,1114,1114,1961,1,1961,0,5
"1216",145500,1053,1,312,1053,1053,1959,1,2006,54,5
"1217",142000,1252,2,528,1252,1252,1959,1,1959,243,7
"1218",141000,1100,1,312,1100,1100,1960,1,1960,0,6
"1219",153000,1118,1,264,1118,1118,1960,1,2000,0,6
"1220",72500,720,1,287,0,720,1949,1,1950,0,4
"1221",52000,729,0,0,270,729,1935,1,2003,0,5
"1222",118000,1077,1,205,991,1077,1939,1,1950,0,5
"1223",87000,906,1,231,348,453,1937,1,1950,0,5
"1224",141500,1496,2,450,1296,1496,1960,2,1960,203,6
"1225",119000,1252,1,288,1032,1032,1950,1,1950,0,6
"1226",141500,1337,1,264,572,1337,1950,1,2006,0,7
"1227",165500,1661,1,377,992,1661,1955,1,1996,0,8
"1228",112900,1036,1,312,1036,1036,1953,1,1953,88,5
"1229",201800,1820,2,492,864,902,1965,1,1988,288,8
"1230",163000,1362,2,504,1362,1362,1961,1,1961,491,6
"1231",139950,1144,2,456,1144,1144,1961,1,1961,136,6
"1232",174000,1537,2,462,1319,1537,1962,1,2005,237,7
"1233",165000,1431,1,296,1099,1431,1962,1,1962,305,6
"1234",227000,1988,2,480,1104,1104,1966,2,1999,410,9
"1235",135000,1098,1,260,1098,1098,1955,1,1955,151,6
"1236",124000,1144,1,336,1144,1144,1963,1,1963,0,6
"1237",140000,1283,2,506,931,1283,1962,1,1980,0,6
"1238",136500,1176,1,292,1176,1176,1957,1,1957,143,6
"1239",185000,1440,1,480,1248,1440,1959,2,1998,0,7
"1240",163000,1261,2,433,1261,1261,1958,1,1958,0,6
"1241",166800,1570,2,441,1395,1570,1958,1,1958,187,5
"1242",139000,1196,1,297,1196,1196,1956,1,1956,74,6
"1243",166000,1392,2,458,1392,1392,1957,1,1957,387,6
"1244",136000,1080,1,288,1080,1080,1958,1,1958,135,5
"1245",133000,1104,1,384,1104,1104,1956,1,1958,0,5
"1246",116000,882,1,240,720,882,1952,1,1952,52,4
"1247",137500,1152,2,636,1152,1152,1953,1,1953,84,6
"1248",130000,950,2,400,984,950,1953,1,1953,0,5
"1249",180000,1790,2,540,998,1790,1957,2,1957,360,6
"1250",139000,952,2,840,952,952,1951,1,1951,0,4
"1251",110000,773,1,240,773,773,1953,1,1953,0,4
"1252",100000,1764,1,301,0,1764,1957,2,1982,0,7
"1253",118500,1216,1,336,832,832,1947,1,1950,0,6
"1254",146000,1824,2,484,1824,1824,1957,2,1957,0,9
"1255",89900,869,1,390,0,869,1948,1,1950,0,3
"1256",114000,1159,1,288,747,747,1925,1,1950,0,5
"1257",140000,1558,1,288,913,1048,1945,1,1950,0,6
"1258",86900,672,1,308,672,672,1940,1,2005,0,4
"1259",139000,1436,4,1488,892,1254,1922,1,1950,0,7
"1260",106250,1294,0,0,0,694,1900,2,2000,0,7
"1261",171000,1716,2,490,858,858,1962,1,1962,318,8
"1262",139000,1044,2,372,912,1044,1968,1,1968,0,5
"1263",186000,1312,2,495,1312,1312,1958,1,2001,125,6
"1264",157000,1253,1,352,1253,1253,1960,1,1960,212,5
"1265",148000,1081,1,401,1081,1081,1960,1,1993,276,5
"1266",242000,2069,2,505,585,2069,1960,2,2007,0,9
"1267",116000,910,2,414,105,910,1953,1,1996,0,5
"1268",94000,876,2,576,876,876,1951,1,1951,0,5
"1269",98300,1048,2,420,0,1048,1950,1,1950,0,7
"1270",127000,1507,1,404,1075,1507,1960,2,1960,0,7
"1271",159000,1256,1,311,1256,1256,1959,1,1959,0,6
"1272",125900,1027,1,299,1027,1027,1962,1,1962,0,6
"1273",155000,1269,1,308,1269,1269,1960,1,1960,0,6
"1274",138000,1320,2,576,768,819,1948,2,1950,0,5
"1275",112500,984,1,280,936,984,1954,1,1954,0,4
"1276",105500,832,2,528,832,832,1954,1,1954,0,4
"1277",127500,1278,1,240,854,854,1954,1,1954,0,6
"1278",130000,1800,0,0,1800,1800,1961,2,1961,0,10
"1279",150000,1588,2,480,768,1024,1955,1,1967,0,6
"1280",109500,825,1,350,825,825,1954,1,1954,0,4
"1281",140000,1796,2,483,780,983,1963,1,1963,415,8
"1282",167900,1611,2,442,780,798,1964,1,1964,360,7
"1283",136870,1117,1,264,1117,1117,1963,1,1963,0,6
"1284",143000,1133,1,308,192,1133,2008,1,2008,0,7
"1285",73000,764,2,504,680,764,1925,1,2004,0,4
"1286",157500,1539,2,686,650,958,1904,2,2002,0,8
"1287",122600,1323,2,400,780,948,1948,1,2005,0,6
"1288",111000,1360,1,330,680,680,1910,1,2003,0,6
"1289",256000,2792,2,520,1510,1584,1920,2,1950,0,8
"1290",64000,672,1,256,672,672,1940,1,1950,0,4
"1291",139500,1456,1,308,728,728,1915,1,2005,0,7
"1292",118000,1594,0,0,828,828,1910,2,1996,0,9
"1293",200000,2082,2,484,1362,1362,2003,2,2003,0,6
"1294",119164,1656,2,440,801,1095,1940,2,1985,0,8
"1295",122250,1740,1,225,936,960,1920,1,1950,0,6
"1296",120000,1027,0,0,931,1027,1920,1,2006,0,5
"1297",155000,1436,2,828,884,884,1940,2,1950,0,8
"1298",78000,899,1,200,481,899,1910,1,1950,0,5
"1299",95000,1080,0,0,684,684,1890,1,1996,0,5
"1300",115000,789,1,250,789,789,1948,1,1950,0,5
"1301",147000,1122,2,528,924,1122,1948,1,2005,0,6
"1302",140000,1499,3,869,904,904,1946,1,1950,0,5
"1303",46500,407,1,297,407,407,1946,1,1950,0,3
"1304",112500,928,1,288,928,928,1957,1,1957,0,5
"1305",107900,901,1,281,901,901,1954,1,2000,0,4
"1306",65000,1588,0,0,448,1588,1949,2,1992,0,6
"1307",295000,3493,3,870,1470,1675,1880,3,2002,0,10
"1308",139500,1627,2,420,797,830,1900,2,2006,0,10
"1309",153900,1416,3,720,876,876,1915,1,1950,0,7
"1310",132000,1450,1,288,624,730,1920,1,1965,0,7
"1311",98000,1344,3,513,624,624,1916,1,1950,0,7
"1312",114000,1017,1,308,346,709,1900,1,2003,0,5
"1313",130000,2350,2,393,973,1377,1920,2,1960,0,10
"1314",129500,2058,2,396,735,1134,1917,1,1950,0,8
"1315",129400,1540,0,0,572,884,1905,1,2005,0,7
"1316",161000,1378,2,360,689,689,1928,2,2005,0,7
"1317",163000,1912,2,672,482,1221,1905,2,2000,0,7
"1318",128000,1484,0,0,742,742,1914,2,2001,0,9
"1319",122000,2358,0,0,684,938,1872,2,1987,0,8
"1320",116900,1111,1,288,572,572,1926,1,1950,0,5
"1321",325000,2775,2,880,1237,1521,1893,3,2000,0,9
"1322",55000,1086,2,400,723,723,1920,1,1950,0,5
"1323",184000,2495,2,342,1313,1313,1890,2,1999,0,10
"1324",110000,984,1,308,984,984,1959,1,1959,164,5
"1325",131500,1795,1,352,1050,1050,1954,2,1954,335,7
"1326",97000,882,1,308,0,882,1956,1,1956,0,4
"1327",115500,1093,1,308,869,1093,1958,1,2006,0,5
"1328",138000,1143,1,288,1008,1143,1928,1,1983,0,5
"1329",108000,1668,1,252,672,1195,1945,1,1950,0,8
"1330",79500,935,1,308,742,779,1930,1,1960,0,4
"1331",153000,1738,1,240,1024,1144,1935,2,1950,0,6
"1332",109500,784,0,0,784,784,1924,1,1950,0,5
"1333",124000,1210,1,240,672,832,1941,1,2006,0,6
"1334",106900,1290,1,200,554,736,1900,1,2000,0,6
"1335",164900,1672,1,240,981,1014,1940,1,1989,0,6
"1336",119000,949,2,370,949,949,1924,1,2003,0,5
"1337",120000,1158,1,208,862,950,1929,1,1950,0,5
"1338",157000,1497,1,672,825,825,1937,2,2000,0,5
"1339",105000,1342,1,240,739,874,1939,2,1950,0,7
"1340",113000,1013,1,160,992,1013,1926,1,1950,0,6
"1341",115000,1216,1,355,565,565,1920,1,1997,0,6
"1342",79000,896,1,280,0,896,1946,1,1950,0,4
"1343",123000,1136,1,336,704,624,1929,1,1950,0,6
"1344",81300,808,1,164,0,808,1945,1,1995,0,6
"1345",162900,1573,2,360,1078,1128,1930,2,1992,0,8
"1346",150000,2009,2,400,989,1245,1939,2,1950,0,7
"1347",123500,1902,2,576,1100,1226,1923,2,1950,0,7
"1348",129900,1774,2,468,952,1022,1931,2,1950,0,8
"1349",128000,1362,2,502,611,751,1920,2,1999,0,6
"1350",68500,520,1,240,520,520,1927,1,1950,0,4
"1351",127000,1285,1,240,672,1072,1948,1,2001,0,6
"1352",207000,1848,2,370,833,1053,1923,1,2000,0,8
"1353",184000,1820,1,240,1026,1133,1925,2,1950,0,8
"1354",162500,1716,2,672,810,1170,1915,2,2004,0,8
"1355",145000,1505,1,240,883,988,1940,1,1982,0,8
"1356",130000,838,1,275,816,838,1918,1,2000,0,5
"1357",160000,1984,1,360,1242,1242,1910,2,1983,0,8
"1358",161000,1666,1,228,588,833,1925,1,1996,0,7
"1359",127500,1609,1,228,796,825,1910,1,1950,0,7
"1360",93850,768,2,440,768,768,1930,1,1950,0,4
"1361",136000,1536,1,308,768,768,1952,1,1952,0,7
"1362",141000,1969,2,400,1272,1272,1938,2,1958,0,9
"1363",120000,1308,2,400,880,880,1915,2,1978,0,6
"1364",127500,1040,2,320,1040,1040,1925,1,1992,0,5
"1365",127000,1236,1,384,768,788,1925,2,1950,0,6
"1366",89500,1406,0,0,319,1035,1920,1,1950,0,6
"1367",125000,825,2,720,825,825,1955,1,1995,0,4
"1368",79900,1198,0,0,901,1088,1920,1,1998,0,7
"1369",85000,759,2,576,451,759,1912,1,1991,0,5
"1370",82375,1344,0,0,536,808,1915,2,1950,0,8
"1371",135000,1469,1,216,756,756,1906,1,1995,0,7
"1372",124000,1054,1,240,1046,1054,1947,1,1993,0,6
"1373",134000,1211,1,322,952,1211,1968,1,1968,0,5
"1374",135000,1271,1,312,720,720,1948,2,1950,0,7
